PID	Sample_run	chr	LTR	provirus_orientation	bp_pseudo3LTR
PT1	PT1_Y11.4	chr17	3LTR	+	38018130
PT1	PT1_Y0.2	chr17	5LTR	+	38389928
PT1	PT1_Y0.2	chr17	5LTR	-	38561073
PT1	PT1_Y11.4	chr17	3LTR	+	38753629
PT1	PT1_Y11.4	chr17	5LTR	+	38753629
PT1	PT1_Y11.4	chr17	5LTR	+	38753629
PT1	PT1_Y11.4	chr17	5LTR	+	39006596
PT1	PT1_Y11.4	chr17	3LTR	+	39574330
PT1	PT1_Y11.4	chr17	3LTR	-	40145089
PT1	PT1_Y11.4	chr17	5LTR	-	40152722
PT1	PT1_Y11.4	chr17	5LTR	-	40152722
PT1	PT1_Y11.4	chr17	5LTR	-	40152722
PT1	PT1_Y11.4	chr17	5LTR	-	40152722
PT1	PT1_Y11.4	chr17	3LTR	-	40394733
PT1	PT1_Y11.4	chr17	3LTR	+	40421408
PT1	PT1_Y0.2	chr17	3LTR	+	40421711
PT1	PT1_Y11.4	chr17	3LTR	+	40421711
PT1	PT1_Y11.4	chr17	3LTR	+	40421711
PT1	PT1_Y11.4	chr17	3LTR	+	40421711
PT1	PT1_Y11.4	chr17	3LTR	+	40421711
PT1	PT1_Y11.4	chr17	3LTR	+	40421711
PT1	PT1_Y11.4	chr17	3LTR	+	40421711
PT1	PT1_Y0.2	chr17	5LTR	-	40507103
PT1	PT1_Y11.4	chr17	5LTR	+	40508544
PT1	PT1_Y11.4	chr17	5LTR	+	40508548
PT1	PT1_Y11.4	chr17	3LTR	-	40516545
PT1	PT1_Y11.4	chr17	5LTR	+	41237572
PT1	PT1_Y11.4	chr17	3LTR	+	42536355
PT1	PT1_Y11.4	chr17	3LTR	+	43235665
PT1	PT1_Y4.8	chr17	5LTR	+	44126355
PT1	PT1_Y11.4	chr17	5LTR	-	44149772
PT1	PT1_Y0.2	chr17	3LTR	-	44176870
PT1	PT1_Y0.2	chr17	3LTR	-	45468901
PT1	PT1_Y11.4	chr17	3LTR	+	46385058
PT1	PT1_Y0.2	chr17	5LTR	-	47793802
PT1	PT1_Y4.8	chr17	3LTR	-	49324526
PT1	PT1_Y11.4	chr17	3LTR	+	50595907
PT1	PT1_Y11.4	chr17	5LTR	+	56080489
PT1	PT1_Y11.4	chr17	5LTR	+	56080489
PT1	PT1_Y11.4	chr17	5LTR	+	57174268
PT1	PT1_Y11.4	chr17	5LTR	-	57876956
PT1	PT1_Y11.4	chr17	5LTR	-	57876956
PT1	PT1_Y11.4	chr17	3LTR	-	62141029
PT1	PT1_Y11.4	chr17	3LTR	-	62141029
PT1	PT1_Y0.2	chr17	3LTR	-	65094293
PT1	PT1_Y11.4	chr17	3LTR	+	72751128
PT1	PT1_Y11.4	chr17	3LTR	+	73144870
PT1	PT1_Y11.4	chr17	3LTR	+	73398318
PT1	PT1_Y11.4	chr17	3LTR	-	73480401
PT1	PT1_Y0.2	chr17	3LTR	+	73951646
PT1	PT1_Y0.2	chr17	5LTR	+	73951646
PT1	PT1_Y11.4	chr17	5LTR	+	74058353
PT1	PT1_Y11.4	chr17	3LTR	-	74254832
PT1	PT1_Y11.4	chr17	3LTR	+	74424884
PT1	PT1_Y0.2	chr17	5LTR	-	74767214
PT1	PT1_Y11.4	chr17	5LTR	-	75445908
PT1	PT1_Y11.4	chr17	5LTR	-	75986673
PT1	PT1_Y11.4	chr17	5LTR	+	75987657
PT1	PT1_Y11.4	chr17	3LTR	-	76057121
PT1	PT1_Y11.4	chr17	3LTR	+	76083679
PT1	PT1_Y11.4	chr17	5LTR	+	76136991
PT1	PT1_Y11.4	chr17	3LTR	+	76723234
PT1	PT1_Y0.2	chr17	3LTR	-	76725598
PT1	PT1_Y0.2	chr17	3LTR	+	76757796
PT1	PT1_Y11.4	chr17	3LTR	-	76760576
PT1	PT1_Y11.4	chr17	5LTR	+	76770612
PT1	PT1_Y11.4	chr17	3LTR	+	78345622
PT1	PT1_Y11.4	chr17	3LTR	-	78688943
PT1	PT1_Y11.4	chr17	3LTR	-	78734380
PT1	PT1_Y11.4	chr17	5LTR	+	78886736
PT1	PT1_Y11.4	chr17	5LTR	+	78886736
PT1	PT1_Y11.4	chr17	3LTR	+	79800929
PT1	PT1_Y11.4	chr17	3LTR	+	79800929
PT1	PT1_Y4.8	chr17	3LTR	+	79800929
PT1	PT1_Y11.4	chr17	3LTR	-	79825667
PT1	PT1_Y11.4	chr17	3LTR	+	80093462
PT1	PT1_Y11.4	chr17	3LTR	+	80421451
PT1	PT1_Y11.4	chr17	5LTR	-	80488700
PT1	PT1_Y11.4	chr17	5LTR	-	80504490
PT1	PT1_Y11.4	chr18	3LTR	+	2970327
PT1	PT1_Y11.4	chr18	3LTR	+	2970327
PT1	PT1_Y11.4	chr18	3LTR	+	2970328
PT1	PT1_Y11.4	chr18	5LTR	-	8310295
PT1	PT1_Y11.4	chr18	3LTR	-	9207228
PT1	PT1_Y11.4	chr18	3LTR	-	9212791
PT1	PT1_Y11.4	chr18	5LTR	-	12611931
PT1	PT1_Y11.4	chr18	3LTR	-	13060399
PT1	PT1_Y0.2	chr18	3LTR	+	13335509
PT1	PT1_Y0.2	chr18	5LTR	+	13335509
PT1	PT1_Y11.4	chr18	3LTR	-	19305668
PT1	PT1_Y11.4	chr18	3LTR	-	19305669
PT1	PT1_Y11.4	chr18	5LTR	-	19409559
PT1	PT1_Y0.2	chr18	5LTR	-	20792219
PT1	PT1_Y11.4	chr18	5LTR	-	43813346
PT1	PT1_Y0.2	chr18	3LTR	+	44695083
PT1	PT1_Y0.2	chr18	5LTR	+	44695083
PT1	PT1_Y11.4	chr18	3LTR	+	48375221
PT1	PT1_Y11.4	chr18	3LTR	+	55394951
PT1	PT1_Y11.4	chr18	3LTR	+	58523446
PT1	PT1_Y11.4	chr18	5LTR	-	61080942
PT1	PT1_Y11.4	chr18	3LTR	-	61080942
PT1	PT1_Y4.8	chr18	3LTR	+	72012138
PT1	PT1_Y11.4	chr18	3LTR	+	72659708
PT1	PT1_Y11.4	chr19	3LTR	-	1017731
PT1	PT1_Y11.4	chr19	3LTR	-	1190295
PT1	PT1_Y11.4	chr19	5LTR	+	1203468
PT1	PT1_Y11.4	chr19	3LTR	-	1218050
PT1	PT1_Y11.4	chr19	5LTR	-	2155563
PT1	PT1_Y4.8	chr19	5LTR	-	2185796
PT1	PT1_Y11.4	chr19	3LTR	-	2741344
PT1	PT1_Y11.4	chr19	5LTR	-	2844520
PT1	PT1_Y11.4	chr19	5LTR	-	2844520
PT1	PT1_Y0.2	chr19	5LTR	-	6254110
PT1	PT1_Y11.4	chr19	3LTR	-	6847293
PT1	PT1_Y11.4	chr19	3LTR	-	6847293
PT1	PT1_Y0.2	chr19	3LTR	+	7497321
PT1	PT1_Y11.4	chr19	3LTR	+	7697357
PT1	PT1_Y11.4	chr19	3LTR	+	8486960
PT1	PT1_Y11.4	chr19	3LTR	+	8486960
PT1	PT1_Y0.2	chr19	3LTR	+	10271801
PT1	PT1_Y11.4	chr19	5LTR	-	10317380
PT1	PT1_Y11.4	chr19	5LTR	-	10317380
PT1	PT1_Y11.4	chr19	5LTR	-	10317380
PT1	PT1_Y11.4	chr19	5LTR	-	10317380
PT1	PT1_Y11.4	chr19	3LTR	-	10317380
PT1	PT1_Y11.4	chr19	3LTR	-	10317380
PT1	PT1_Y11.4	chr19	3LTR	-	10317380
PT1	PT1_Y11.4	chr19	3LTR	-	10317380
PT1	PT1_Y11.4	chr19	3LTR	-	10317380
PT1	PT1_Y0.2	chr19	3LTR	-	10333384
PT1	PT1_Y11.4	chr19	3LTR	-	10416716
PT1	PT1_Y4.8	chr19	3LTR	-	10723114
PT1	PT1_Y11.4	chr19	5LTR	-	10772544
PT1	PT1_Y11.4	chr19	3LTR	-	10772544
PT1	PT1_Y11.4	chr19	3LTR	-	10838392
PT1	PT1_Y11.4	chr19	5LTR	-	10885393
PT1	PT1_Y0.2	chr19	5LTR	-	11084562
PT1	PT1_Y11.4	chr19	5LTR	-	11230742
PT1	PT1_Y11.4	chr19	5LTR	+	12286745
PT1	PT1_Y11.4	chr19	3LTR	+	13275517
PT1	PT1_Y11.4	chr19	3LTR	+	13275518
PT1	PT1_Y11.4	chr19	3LTR	+	13280015
PT1	PT1_Y11.4	chr19	3LTR	-	15522056
PT1	PT1_Y0.2	chr19	3LTR	+	15572384
PT1	PT1_Y11.4	chr19	3LTR	+	16500352
PT1	PT1_Y11.4	chr19	3LTR	+	16500352
PT1	PT1_Y11.4	chr19	5LTR	+	16547883
PT1	PT1_Y11.4	chr19	3LTR	+	18268515
PT1	PT1_Y11.4	chr19	5LTR	+	18268515
PT1	PT1_Y4.8	chr19	5LTR	-	18386498
PT1	PT1_Y4.8	chr19	3LTR	-	18386498
PT1	PT1_Y11.4	chr19	5LTR	-	19400795
PT1	PT1_Y11.4	chr19	3LTR	-	19400795
PT1	PT1_Y11.4	chr19	3LTR	-	19400795
PT1	PT1_Y11.4	chr19	5LTR	+	19485664
PT1	PT1_Y4.8	chr19	3LTR	+	19544919
PT1	PT1_Y4.8	chr19	5LTR	+	19544919
PT1	PT1_Y11.4	chr19	3LTR	-	19546809
PT1	PT1_Y11.4	chr19	3LTR	-	19555089
PT1	PT1_Y11.4	chr19	3LTR	-	21480727
PT1	PT1_Y0.2	chr19	5LTR	+	22026326
PT1	PT1_Y11.4	chr19	3LTR	+	30450413
PT1	PT1_Y11.4	chr19	3LTR	+	30461559
PT1	PT1_Y11.4	chr19	3LTR	-	30519876
PT1	PT1_Y0.2	chr19	3LTR	+	34676070
PT1	PT1_Y0.2	chr19	3LTR	+	34721511
PT1	PT1_Y0.2	chr19	5LTR	+	34721511
PT1	PT1_Y0.2	chr19	5LTR	+	34721511
PT1	PT1_Y11.4	chr19	5LTR	-	34942292
PT1	PT1_Y11.4	chr19	3LTR	+	35485594
PT1	PT1_Y11.4	chr19	3LTR	-	35640612
PT1	PT1_Y11.4	chr19	3LTR	+	36503870
PT1	PT1_Y11.4	chr19	3LTR	-	36570533
PT1	PT1_Y11.4	chr19	3LTR	-	36570534
PT1	PT1_Y11.4	chr19	3LTR	+	37871219
PT1	PT1_Y11.4	chr19	5LTR	+	38090178
PT1	PT1_Y11.4	chr19	5LTR	-	38194594
PT1	PT1_Y0.2	chr19	3LTR	+	38243623
PT1	PT1_Y11.4	chr19	3LTR	+	39851186
PT1	PT1_Y11.4	chr19	3LTR	+	39851186
PT1	PT1_Y11.4	chr19	5LTR	+	39878352
PT1	PT1_Y11.4	chr19	5LTR	-	39952562
PT1	PT1_Y11.4	chr19	3LTR	-	40468638
PT1	PT1_Y11.4	chr19	5LTR	+	40845559
PT1	PT1_Y0.2	chr19	3LTR	-	42048193
PT1	PT1_Y11.4	chr19	3LTR	-	42063816
PT1	PT1_Y11.4	chr19	3LTR	-	44652316
PT1	PT1_Y11.4	chr19	5LTR	-	45112447
PT1	PT1_Y11.4	chr19	3LTR	+	46116777
PT1	PT1_Y11.4	chr19	3LTR	+	46116777
PT1	PT1_Y11.4	chr19	3LTR	-	46352612
PT1	PT1_Y11.4	chr19	5LTR	+	47087033
PT1	PT1_Y11.4	chr19	3LTR	+	47416639
PT1	PT1_Y11.4	chr19	3LTR	+	47603706
PT1	PT1_Y4.8	chr19	3LTR	+	47603706
PT1	PT1_Y11.4	chr19	5LTR	+	47603706
PT1	PT1_Y4.8	chr19	5LTR	+	47603706
PT1	PT1_Y11.4	chr19	3LTR	+	47655988
PT1	PT1_Y11.4	chr19	5LTR	-	48751064
PT1	PT1_Y0.2	chr19	3LTR	-	49301554
PT1	PT1_Y11.4	chr19	3LTR	-	50079055
PT1	PT1_Y11.4	chr19	3LTR	-	50079056
PT1	PT1_Y11.4	chr19	3LTR	+	50103338
PT1	PT1_Y0.2	chr19	3LTR	+	50262155
PT1	PT1_Y0.2	chr19	5LTR	+	50262155
PT1	PT1_Y0.2	chr19	5LTR	-	50326643
PT1	PT1_Y11.4	chr19	3LTR	+	52835160
PT1	PT1_Y11.4	chr19	5LTR	-	53191846
PT1	PT1_Y11.4	chr19	3LTR	+	53356428
PT1	PT1_Y11.4	chr19	5LTR	+	58267515
PT1	PT1_Y0.2	chr19	3LTR	-	58292426
PT1	PT1_Y0.2	chr19	3LTR	-	58292426
PT1	PT1_Y11.4	chr2	3LTR	+	9874913
PT1	PT1_Y11.4	chr2	3LTR	+	9874913
PT1	PT1_Y11.4	chr2	3LTR	+	9874913
PT1	PT1_Y11.4	chr2	3LTR	+	9874913
PT1	PT1_Y0.2	chr2	3LTR	+	10669399
PT1	PT1_Y11.4	chr2	3LTR	+	28080485
PT1	PT1_Y11.4	chr2	5LTR	+	28080485
PT1	PT1_Y11.4	chr2	3LTR	-	28176256
PT1	PT1_Y11.4	chr2	3LTR	-	28520051
PT1	PT1_Y11.4	chr2	5LTR	-	28846760
PT1	PT1_Y11.4	chr2	5LTR	-	32318738
PT1	PT1_Y11.4	chr2	5LTR	-	32318738
PT1	PT1_Y11.4	chr2	3LTR	-	32318738
PT1	PT1_Y11.4	chr2	5LTR	+	37375237
PT1	PT1_Y0.2	chr2	3LTR	+	38884729
PT1	PT1_Y11.4	chr2	5LTR	+	39563264
PT1	PT1_Y11.4	chr2	3LTR	-	42502067
PT1	PT1_Y11.4	chr2	3LTR	-	42502067
PT1	PT1_Y11.4	chr2	5LTR	-	43742866
PT1	PT1_Y4.8	chr2	5LTR	+	43811727
PT1	PT1_Y11.4	chr2	5LTR	-	54818655
PT1	PT1_Y11.4	chr2	3LTR	+	54820689
PT1	PT1_Y11.4	chr2	5LTR	-	61744349
PT1	PT1_Y11.4	chr2	3LTR	-	64251088
PT1	PT1_Y11.4	chr2	3LTR	+	64327625
PT1	PT1_Y11.4	chr2	3LTR	+	64340075
PT1	PT1_Y11.4	chr2	3LTR	+	65328189
PT1	PT1_Y0.2	chr2	3LTR	+	69601395
PT1	PT1_Y11.4	chr2	3LTR	-	69789124
PT1	PT1_Y11.4	chr2	5LTR	-	69985516
PT1	PT1_Y11.4	chr2	5LTR	-	69985516
PT1	PT1_Y11.4	chr2	3LTR	+	70326850
PT1	PT1_Y11.4	chr2	3LTR	+	70326850
PT1	PT1_Y11.4	chr2	3LTR	+	70326850
PT1	PT1_Y11.4	chr2	3LTR	+	70326850
PT1	PT1_Y11.4	chr2	3LTR	+	70326850
PT1	PT1_Y11.4	chr2	3LTR	+	70326850
PT1	PT1_Y11.4	chr2	3LTR	+	70326850
PT1	PT1_Y11.4	chr2	3LTR	+	70326850
PT1	PT1_Y11.4	chr2	3LTR	+	70326850
PT1	PT1_Y11.4	chr2	3LTR	+	70326850
PT1	PT1_Y11.4	chr2	5LTR	+	70326850
PT1	PT1_Y11.4	chr2	5LTR	+	70326850
PT1	PT1_Y11.4	chr2	5LTR	+	70326850
PT1	PT1_Y4.8	chr2	5LTR	-	70437377
PT1	PT1_Y4.8	chr2	3LTR	-	70437377
PT1	PT1_Y11.4	chr2	5LTR	-	70455967
PT1	PT1_Y0.2	chr2	5LTR	+	84882440
PT1	PT1_Y11.4	chr2	3LTR	+	86098493
PT1	PT1_Y0.2	chr2	3LTR	+	86408869
PT1	PT1_Y11.4	chr2	3LTR	+	87241304
PT1	PT1_Y11.4	chr2	3LTR	-	102907183
PT1	PT1_Y0.2	chr2	5LTR	-	106799056
PT1	PT1_Y0.2	chr2	3LTR	-	106799056
PT1	PT1_Y11.4	chr2	3LTR	-	113409191
PT1	PT1_Y0.2	chr2	3LTR	+	120637712
PT1	PT1_Y11.4	chr2	3LTR	-	128253766
PT1	PT1_Y11.4	chr2	3LTR	+	147263128
PT1	PT1_Y11.4	chr2	3LTR	+	158529917
PT1	PT1_Y0.2	chr2	3LTR	+	159370503
PT1	PT1_Y0.2	chr2	3LTR	+	159370503
PT1	PT1_Y0.2	chr2	3LTR	+	159370503
PT1	PT1_Y0.2	chr2	3LTR	+	159370503
PT1	PT1_Y11.4	chr2	3LTR	+	159370503
PT1	PT1_Y4.8	chr2	3LTR	+	159370503
PT1	PT1_Y11.4	chr2	3LTR	-	161334915
PT1	PT1_Y11.4	chr2	3LTR	-	161334916
PT1	PT1_Y0.2	chr2	5LTR	+	162044337
PT1	PT1_Y11.4	chr2	3LTR	+	172078548
PT1	PT1_Y0.2	chr2	5LTR	+	174788356
PT1	PT1_Y11.4	chr2	5LTR	-	192549900
PT1	PT1_Y11.4	chr2	5LTR	-	198084497
PT1	PT1_Y11.4	chr2	5LTR	-	204531103
PT1	PT1_Y0.2	chr2	3LTR	+	205919644
PT1	PT1_Y11.4	chr2	5LTR	+	208441534
PT1	PT1_Y11.4	chr2	5LTR	+	208589605
PT1	PT1_Y0.2	chr2	5LTR	-	213978506
PT1	PT1_Y11.4	chr2	5LTR	+	219552263
PT1	PT1_Y11.4	chr2	3LTR	-	234923784
PT1	PT1_Y11.4	chr2	5LTR	-	242265349
PT1	PT1_Y11.4	chr2	3LTR	-	242265349
PT1	PT1_Y0.2	chr2	3LTR	-	242277650
PT1	PT1_Y4.8	chr20	3LTR	-	3961150
PT1	PT1_Y11.4	chr20	3LTR	+	4029967
PT1	PT1_Y0.2	chr20	3LTR	+	5562184
PT1	PT1_Y11.4	chr20	5LTR	+	5563263
PT1	PT1_Y0.2	chr20	3LTR	-	21345760
PT1	PT1_Y11.4	chr20	3LTR	+	30180316
PT1	PT1_Y11.4	chr20	3LTR	-	32942299
PT1	PT1_Y11.4	chr20	3LTR	-	34234466
PT1	PT1_Y11.4	chr20	3LTR	-	34295826
PT1	PT1_Y11.4	chr20	5LTR	-	37167981
PT1	PT1_Y11.4	chr20	5LTR	-	37167981
PT1	PT1_Y11.4	chr20	5LTR	-	39704652
PT1	PT1_Y11.4	chr20	3LTR	-	39704652
PT1	PT1_Y0.2	chr20	5LTR	-	43561095
PT1	PT1_Y11.4	chr20	5LTR	-	43561095
PT1	PT1_Y11.4	chr20	5LTR	-	43561095
PT1	PT1_Y11.4	chr20	5LTR	-	43561095
PT1	PT1_Y11.4	chr20	5LTR	-	43561095
PT1	PT1_Y11.4	chr20	5LTR	-	43561095
PT1	PT1_Y11.4	chr20	5LTR	-	43561095
PT1	PT1_Y11.4	chr20	5LTR	-	43561095
PT1	PT1_Y11.4	chr20	5LTR	-	46183984
PT1	PT1_Y11.4	chr20	3LTR	+	46206736
PT1	PT1_Y11.4	chr20	5LTR	-	48250191
PT1	PT1_Y0.2	chr20	3LTR	+	49522968
PT1	PT1_Y11.4	chr20	3LTR	-	56901557
PT1	PT1_Y11.4	chr20	3LTR	+	56902364
PT1	PT1_Y11.4	chr20	3LTR	-	57745865
PT1	PT1_Y0.2	chr20	3LTR	+	57822203
PT1	PT1_Y11.4	chr20	3LTR	+	61365169
PT1	PT1_Y11.4	chr20	3LTR	+	61365169
PT1	PT1_Y11.4	chr20	5LTR	+	61547520
PT1	PT1_Y11.4	chr21	3LTR	-	14640068
PT1	PT1_Y0.2	chr21	3LTR	+	15899422
PT1	PT1_Y0.2	chr21	3LTR	+	16030088
PT1	PT1_Y11.4	chr21	5LTR	+	19175189
PT1	PT1_Y11.4	chr21	3LTR	-	34123366
PT1	PT1_Y11.4	chr21	3LTR	+	34607527
PT1	PT1_Y11.4	chr21	5LTR	-	34918474
PT1	PT1_Y11.4	chr21	3LTR	+	38620652
PT1	PT1_Y11.4	chr21	3LTR	+	40559631
PT1	PT1_Y11.4	chr21	3LTR	-	42394963
PT1	PT1_Y11.4	chr21	3LTR	-	46279097
PT1	PT1_Y11.4	chr21	3LTR	+	47927062
PT1	PT1_Y11.4	chr21	5LTR	+	47927062
PT1	PT1_Y11.4	chr21	3LTR	+	47989217
PT1	PT1_Y11.4	chr21	3LTR	+	47990522
PT1	PT1_Y11.4	chr21	3LTR	+	47990522
PT1	PT1_Y11.4	chr21	3LTR	+	47990522
PT1	PT1_Y11.4	chr21	3LTR	+	47990522
PT1	PT1_Y11.4	chr21	3LTR	+	47990522
PT1	PT1_Y11.4	chr21	3LTR	+	47990522
PT1	PT1_Y11.4	chr21	3LTR	+	47990522
PT1	PT1_Y11.4	chr21	3LTR	+	47990522
PT1	PT1_Y11.4	chr21	3LTR	+	47990522
PT1	PT1_Y11.4	chr21	3LTR	+	47990523
PT1	PT1_Y11.4	chr21	3LTR	+	47990523
PT1	PT1_Y11.4	chr21	3LTR	+	47990524
PT1	PT1_Y11.4	chr21	5LTR	+	47990527
PT1	PT1_Y11.4	chr21	5LTR	+	47990527
PT1	PT1_Y11.4	chr21	5LTR	+	47990527
PT1	PT1_Y11.4	chr21	5LTR	+	47990527
PT1	PT1_Y11.4	chr21	5LTR	+	47990527
PT1	PT1_Y11.4	chr21	5LTR	+	47990527
PT1	PT1_Y11.4	chr22	3LTR	+	25496460
PT1	PT1_Y11.4	chr22	3LTR	-	26062422
PT1	PT1_Y11.4	chr22	3LTR	+	28820612
PT1	PT1_Y11.4	chr22	5LTR	+	28820612
PT1	PT1_Y11.4	chr22	3LTR	+	30307780
PT1	PT1_Y11.4	chr22	5LTR	+	30514664
PT1	PT1_Y11.4	chr22	3LTR	+	31333612
PT1	PT1_Y11.4	chr22	5LTR	-	31927174
PT1	PT1_Y11.4	chr22	5LTR	-	31927174
PT1	PT1_Y11.4	chr22	5LTR	-	32185419
PT1	PT1_Y4.8	chr22	5LTR	+	37542415
PT1	PT1_Y11.4	chr22	3LTR	-	39482728
PT1	PT1_Y11.4	chr22	3LTR	-	39482729
PT1	PT1_Y11.4	chr22	3LTR	-	39482729
PT1	PT1_Y11.4	chr22	3LTR	-	39482729
PT1	PT1_Y11.4	chr22	3LTR	-	39482729
PT1	PT1_Y11.4	chr22	3LTR	-	39482729
PT1	PT1_Y11.4	chr22	3LTR	+	40527774
PT1	PT1_Y11.4	chr22	5LTR	+	40527774
PT1	PT1_Y11.4	chr22	3LTR	-	40648761
PT1	PT1_Y11.4	chr22	3LTR	+	40695990
PT1	PT1_Y11.4	chr22	3LTR	+	40695990
PT1	PT1_Y11.4	chr22	5LTR	-	40838746
PT1	PT1_Y11.4	chr22	5LTR	-	40848614
PT1	PT1_Y11.4	chr22	5LTR	-	40848614
PT1	PT1_Y11.4	chr22	5LTR	-	40848614
PT1	PT1_Y11.4	chr22	5LTR	-	40848614
PT1	PT1_Y11.4	chr22	3LTR	-	40862945
PT1	PT1_Y11.4	chr22	3LTR	-	40862945
PT1	PT1_Y11.4	chr22	3LTR	-	40862945
PT1	PT1_Y11.4	chr22	5LTR	-	40953670
PT1	PT1_Y11.4	chr22	3LTR	+	41265938
PT1	PT1_Y11.4	chr22	3LTR	-	41837103
PT1	PT1_Y0.2	chr22	3LTR	+	45748216
PT1	PT1_Y0.2	chr22	3LTR	+	45748216
PT1	PT1_Y0.2	chr22	3LTR	+	45748216
PT1	PT1_Y0.2	chr22	3LTR	+	45748216
PT1	PT1_Y0.2	chr22	3LTR	+	45748216
PT1	PT1_Y0.2	chr22	3LTR	+	50205945
PT1	PT1_Y11.4	chr22	5LTR	-	50298644
PT1	PT1_Y11.4	chr22	5LTR	-	50298644
PT1	PT1_Y11.4	chr22	5LTR	-	50298647
PT1	PT1_Y11.4	chr22	3LTR	-	50298649
PT1	PT1_Y11.4	chr22	3LTR	-	50298649
PT1	PT1_Y11.4	chr22	3LTR	+	50306790
PT1	PT1_Y0.2	chr22	5LTR	+	50814767
PT1	PT1_Y11.4	chr22	3LTR	-	50815010
PT1	PT1_Y11.4	chr22	3LTR	-	50828981
PT1	PT1_Y0.2	chr22	5LTR	+	51062321
PT1	PT1_Y11.4	chr3	3LTR	-	5200380
PT1	PT1_Y11.4	chr3	3LTR	-	5240691
PT1	PT1_Y11.4	chr3	3LTR	+	11850313
PT1	PT1_Y11.4	chr3	3LTR	-	15036603
PT1	PT1_Y11.4	chr3	3LTR	-	15036603
PT1	PT1_Y11.4	chr3	5LTR	-	15719842
PT1	PT1_Y11.4	chr3	5LTR	+	16424668
PT1	PT1_Y11.4	chr3	3LTR	+	29908118
PT1	PT1_Y0.2	chr3	3LTR	+	44890532
PT1	PT1_Y0.2	chr3	3LTR	+	45761239
PT1	PT1_Y11.4	chr3	3LTR	-	46386611
PT1	PT1_Y11.4	chr3	3LTR	-	46386611
PT1	PT1_Y11.4	chr3	5LTR	-	47076655
PT1	PT1_Y11.4	chr3	5LTR	-	47095792
PT1	PT1_Y11.4	chr3	3LTR	-	47438547
PT1	PT1_Y0.2	chr3	5LTR	+	47981137
PT1	PT1_Y11.4	chr3	5LTR	+	47981137
PT1	PT1_Y11.4	chr3	5LTR	+	47981137
PT1	PT1_Y11.4	chr3	5LTR	+	47981137
PT1	PT1_Y11.4	chr3	5LTR	-	48040913
PT1	PT1_Y11.4	chr3	5LTR	-	48078567
PT1	PT1_Y11.4	chr3	3LTR	-	48087365
PT1	PT1_Y11.4	chr3	5LTR	-	48965861
PT1	PT1_Y11.4	chr3	3LTR	-	48965861
PT1	PT1_Y11.4	chr3	3LTR	+	49242014
PT1	PT1_Y11.4	chr3	5LTR	-	49716238
PT1	PT1_Y11.4	chr3	5LTR	-	49868385
PT1	PT1_Y11.4	chr3	5LTR	-	49868385
PT1	PT1_Y11.4	chr3	3LTR	+	50076936
PT1	PT1_Y0.2	chr3	5LTR	-	51434777
PT1	PT1_Y11.4	chr3	5LTR	-	51434777
PT1	PT1_Y11.4	chr3	5LTR	-	51434777
PT1	PT1_Y4.8	chr3	5LTR	-	51434777
PT1	PT1_Y11.4	chr3	3LTR	-	51434777
PT1	PT1_Y11.4	chr3	3LTR	-	51434777
PT1	PT1_Y11.4	chr3	3LTR	-	51434777
PT1	PT1_Y11.4	chr3	3LTR	-	51434777
PT1	PT1_Y0.2	chr3	5LTR	-	51484268
PT1	PT1_Y11.4	chr3	3LTR	-	57830799
PT1	PT1_Y11.4	chr3	3LTR	-	57830799
PT1	PT1_Y11.4	chr3	5LTR	-	59521453
PT1	PT1_Y0.2	chr3	5LTR	+	69093696
PT1	PT1_Y11.4	chr3	5LTR	-	69112258
PT1	PT1_Y11.4	chr3	5LTR	-	69321383
PT1	PT1_Y0.2	chr3	5LTR	+	100450950
PT1	PT1_Y11.4	chr3	3LTR	-	105959465
PT1	PT1_Y11.4	chr3	5LTR	+	107491132
PT1	PT1_Y0.2	chr3	3LTR	-	114543432
PT1	PT1_Y11.4	chr3	3LTR	-	119112469
PT1	PT1_Y0.2	chr3	5LTR	+	122189773
PT1	PT1_Y0.2	chr3	5LTR	+	122189773
PT1	PT1_Y11.4	chr3	5LTR	-	128457930
PT1	PT1_Y11.4	chr3	5LTR	+	141903731
PT1	PT1_Y11.4	chr3	5LTR	+	141903731
PT1	PT1_Y11.4	chr3	3LTR	-	152114365
PT1	PT1_Y11.4	chr3	5LTR	-	169872893
PT1	PT1_Y11.4	chr3	3LTR	+	182653272
PT1	PT1_Y11.4	chr3	5LTR	+	183164404
PT1	PT1_Y11.4	chr3	5LTR	+	183164404
PT1	PT1_Y0.2	chr3	3LTR	-	184690379
PT1	PT1_Y0.2	chr3	3LTR	-	184690379
PT1	PT1_Y0.2	chr3	3LTR	-	184690379
PT1	PT1_Y0.2	chr3	3LTR	-	184690379
PT1	PT1_Y11.4	chr3	5LTR	+	189376555
PT1	PT1_Y0.2	chr3	3LTR	-	194139841
PT1	PT1_Y11.4	chr3	5LTR	-	195867998
PT1	PT1_Y11.4	chr3	3LTR	+	196543500
PT1	PT1_Y11.4	chr3	3LTR	+	196543500
PT1	PT1_Y11.4	chr3	3LTR	+	196543500
PT1	PT1_Y11.4	chr3	3LTR	+	196543500
PT1	PT1_Y11.4	chr3	3LTR	+	196543500
PT1	PT1_Y11.4	chr3	3LTR	+	196543500
PT1	PT1_Y11.4	chr3	3LTR	+	196543501
PT1	PT1_Y11.4	chr3	5LTR	-	196546399
